[MAP_WIDTH]
512
[MAP_HEIGHT]
256
[SPRITE_ID_CELLS]
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
6,6,139,139,6,6,139,139,6,6,139,139,6,6,139,139,6,6,139,139,6,6,139,139,6,6,139,139,6,6,139,139
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,38,38,38,6,38,37,38,6,38,37,38,6,38,37,38,6,38,37,38,6,38,37,38,6,38,38,38,6,6
6,6,6,51,39,39,6,39,49,39,6,39,49,39,6,39,49,39,6,39,49,39,6,39,49,39,6,39,39,39,6,6
6,6,38,51,39,39,39,39,40,39,62,39,40,39,62,39,40,39,62,39,40,39,62,39,40,39,62,39,39,39,6,6
6,6,13,14,39,39,39,39,52,39,39,39,52,39,39,39,52,39,39,39,52,39,39,39,52,39,39,39,15,16,6,6
6,6,25,26,39,39,39,39,64,39,39,39,64,39,39,39,64,39,39,39,64,39,39,39,64,39,39,39,27,28,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
