[MAP_WIDTH]
512
[MAP_HEIGHT]
1280
[SPRITE_ID_CELLS]
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,65,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,79,64,65
0,0,78,79,80,78,79,79,80,78,78,79,80,78,78,79,80,78,78,79,80,78,78,79,80,78,78,79,80,79,0,0
64,65,78,79,80,78,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,79,79,80,79,64,65,64,65,64,65
0,0,78,79,80,78,0,64,65,0,0,64,65,0,0,64,65,0,0,64,65,0,79,79,80,79,0,0,0,0,0,0
64,65,78,79,80,78,68,68,69,67,67,68,69,67,67,68,0,0,67,68,69,68,79,79,80,79,79,68,46,47,0,0
0,0,78,79,91,78,79,79,80,78,78,79,80,78,79,79,0,0,78,79,80,79,79,79,91,79,79,79,57,58,0,0
64,65,64,65,64,65,64,65,64,65,78,79,80,78,79,79,0,0,78,79,80,79,64,65,64,65,64,65,64,65,64,65
0,0,0,64,65,0,0,64,65,0,78,79,80,78,79,79,0,0,78,79,80,79,0,64,65,0,0,64,65,0,0,0
64,65,67,68,69,67,67,68,69,67,79,79,80,78,79,79,0,0,78,79,80,79,79,68,69,67,67,68,69,68,64,65
0,0,78,79,80,78,78,79,80,78,79,79,91,78,79,79,0,0,78,79,91,79,79,79,80,78,78,79,80,79,0,0
64,65,78,79,80,78,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65
0,0,78,79,80,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,65,79,79,80,78,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,67,67,68,69,68,68,68,69,68,64,65
0,0,79,79,91,78,78,79,80,78,78,79,80,78,78,79,80,78,78,79,80,79,79,79,80,79,79,79,80,79,0,0
64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,79,79,80,79,79,79,80,79,64,65
0,0,0,64,65,0,0,64,65,0,0,64,65,0,0,64,65,0,0,64,65,0,79,79,80,79,79,79,80,79,0,0
64,65,67,68,69,68,68,68,69,67,67,68,69,67,67,68,69,67,67,68,69,68,79,79,80,79,79,79,80,79,64,65
0,0,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,91,79,79,79,80,79,0,0
64,65,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,64,65,64,65,79,79,80,79,64,65
0,0,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,0,0,0,0,79,79,80,79,0,0
64,65,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,69,68,79,79,80,79,64,65
0,0,79,79,80,79,79,79,91,79,79,79,91,79,79,79,91,79,79,79,91,79,79,79,80,79,79,79,80,79,0,0
64,65,79,79,80,79,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,79,79,80,79,79,79,80,79,64,65
0,0,79,79,80,79,0,64,65,0,0,64,65,0,0,64,65,0,0,64,65,0,79,79,80,79,79,79,80,79,0,0
64,65,79,79,80,79,79,68,69,67,67,68,69,67,67,68,69,67,67,68,69,68,79,79,80,79,79,79,80,79,64,65
0,0,79,79,91,79,79,79,80,78,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,0,0
64,65,64,65,64,65,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,64,65
0,0,0,0,0,0,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,0,0
64,65,67,68,69,68,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,64,65
0,0,78,79,80,79,79,79,91,79,79,79,91,79,79,79,80,79,79,79,91,79,79,79,91,79,79,79,80,79,0,0
64,65,64,65,64,65,64,65,64,65,64,65,64,65,79,79,80,79,64,65,64,65,64,65,64,65,79,79,80,79,64,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,80,79,0,0,0,0,0,0,0,0,79,79,80,79,0,0
64,65,67,68,69,67,67,68,69,67,67,68,69,68,79,79,80,79,79,68,69,68,68,68,69,78,79,79,80,79,64,65
0,0,78,79,80,79,79,79,80,78,78,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,91,79,0,0
64,65,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,64,65,64,65,64,65
0,0,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,79,79,80,79,0,0,0,0,0,0
