[MAP_WIDTH]
320
[MAP_HEIGHT]
320
[SPRITE_ID_CELLS]
97,98,97,98,97,98,97,98,97,95,95,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,95,95,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,95,95,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,95,95,110,109,110,109,110,109,110,109,110
97,98,97,98,77,77,77,77,77,99,100,77,77,77,77,89,97,98,97,98
109,110,109,110,77,77,77,77,77,111,112,77,77,77,77,89,109,110,109,110
97,98,97,98,65,64,65,64,65,106,106,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,82,71,71,72
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,82,71,71,72
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,107,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,107,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
