[MAP_WIDTH]
512
[MAP_HEIGHT]
1760
[SPRITE_ID_CELLS]
62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63
63,61,61,62,63,61,61,62,63,61,61,62,63,61,61,62,63,61,61,62,63,61,61,62,63,61,61,62,63,61,61,62
62,63,31,32,32,32,32,75,9,10,11,75,9,10,11,75,9,10,11,75,9,10,11,75,31,32,32,32,32,32,62,63
63,61,42,43,53,53,43,86,20,21,22,86,20,21,22,86,20,21,22,86,20,21,22,86,42,43,43,43,43,43,61,62
62,63,42,53,53,53,43,86,43,43,43,86,43,43,43,86,43,43,43,86,43,43,43,86,42,43,62,63,62,63,62,63
63,61,42,53,53,53,43,86,43,43,43,86,43,43,43,86,43,43,43,86,43,43,43,86,42,43,61,62,63,61,61,62
62,63,42,53,4,5,43,86,43,43,43,86,43,43,43,86,43,43,43,86,43,43,43,86,42,43,43,43,46,47,62,63
63,61,42,8,15,16,43,86,43,43,43,86,43,43,43,86,43,43,43,86,43,43,43,86,42,43,43,43,57,58,61,62
62,63,62,8,62,63,43,86,43,43,43,86,42,43,62,63,62,63,42,86,42,43,43,86,42,43,62,63,62,63,62,63
63,61,61,8,63,61,42,86,43,43,43,86,42,43,61,62,63,61,42,86,42,43,43,86,42,43,61,62,63,61,61,62
62,63,31,8,31,32,43,86,43,43,43,86,43,43,43,75,42,43,43,86,42,33,43,86,42,33,32,75,9,10,62,63
63,61,42,8,42,43,43,86,43,43,43,86,43,43,43,86,42,43,43,97,42,44,43,97,42,44,43,86,20,21,61,62
62,63,42,8,42,43,43,86,43,43,43,86,43,43,43,86,42,43,62,63,62,63,62,63,62,63,43,86,42,43,62,63
63,61,42,8,42,43,43,86,43,43,43,86,43,43,43,86,42,43,61,62,63,61,61,62,63,61,43,86,42,43,61,62
62,63,42,8,42,43,43,86,43,43,43,86,42,43,43,86,42,33,32,75,9,10,11,75,31,32,43,86,42,43,62,63
63,61,42,8,42,43,43,86,43,43,43,86,42,43,43,97,42,44,42,86,20,21,22,86,42,43,43,86,42,43,61,62
62,63,42,8,42,43,43,86,43,43,43,86,42,43,62,63,62,63,42,86,42,43,43,86,42,43,43,86,42,43,62,63
63,61,42,8,42,43,43,86,43,43,43,86,42,43,61,62,63,61,42,86,42,43,43,86,42,43,43,86,42,43,61,62
