[MAP_WIDTH]
512
[MAP_HEIGHT]
992
[SPRITE_ID_CELLS]
64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65
65,66,66,64,65,66,66,64,65,66,66,64,65,66,66,64,65,66,66,64,65,66,66,64,65,66,66,64,65,66,66,65
65,65,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,64,65
65,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,64,65,64,65,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65,64,65,78,79,79,79,64,65
65,66,66,64,65,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,64,65,66,79,79,79,79,66,65
65,65,48,49,67,68,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,68,68,68,68,79,79,79,79,64,65
65,66,59,60,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,64,65,64,65,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
65,66,66,64,65,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,67,68,68,68,79,70,71,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
65,66,78,79,79,79,79,81,82,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,78,79,79,79,66,107,107,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
65,66,78,79,79,79,66,64,65,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,78,70,71,79,68,68,68,68,79,70,71,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
65,66,78,81,82,79,79,79,79,79,79,81,82,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,64,65,64,65,78,79,79,79,66,107,107,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
65,66,66,64,65,66,78,79,79,79,66,64,65,66,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,66,65
65,65,67,68,68,68,79,70,71,79,68,68,68,68,79,70,71,79,79,79,79,79,79,79,79,79,79,79,79,79,64,65
