[MAP_WIDTH]
2048
[MAP_HEIGHT]
476
[SPRITE_ID_CELLS]
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,7,8,8,6,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,9,10,10,6,6,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,9,10,10,6,6,2,1,1,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,9,10,10,6,7,8,1,2,5,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,9,10,10,6,9,10,1,3,5,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,11,12,12,12,12,12,12,12,12,12,12,12,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
