[MAP_WIDTH]
512
[MAP_HEIGHT]
224
[SPRITE_ID_CELLS]
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,50,52,109,110,50,51,52,109,50,52,109,110,50,52,109,121,50,51,52,109,50,52,109,110,50,51,52,109,51,51
51,51,121,121,121,121,121,50,52,131,121,110,121,121,121,121,121,121,121,50,52,131,121,110,121,121,121,50,52,131,51,51
51,51,121,121,121,121,108,121,121,121,121,121,121,121,121,121,121,121,108,121,121,121,121,121,121,121,108,110,110,121,51,51
51,51,121,130,121,121,108,121,130,121,121,130,121,121,121,130,121,121,108,121,130,121,121,130,121,121,108,121,130,121,51,51
51,51,130,140,121,121,130,140,140,131,121,140,140,131,130,140,121,121,130,140,140,131,130,140,121,121,130,140,140,131,51,51
51,51,140,129,131,140,140,139,129,140,140,139,129,140,140,129,131,140,140,139,129,140,140,129,131,140,140,139,129,140,51,51
51,51,48,49,140,139,129,139,129,139,129,139,129,139,129,129,140,139,129,139,129,139,129,129,140,139,129,139,46,47,51,51
51,51,59,60,129,129,139,129,139,129,139,129,139,129,129,139,129,129,139,129,139,129,129,139,129,129,139,129,57,58,51,51
51,51,64,65,64,65,141,141,141,141,64,65,64,65,141,141,141,141,64,65,64,65,141,141,141,141,64,65,64,65,51,51
51,51,51,51,51,51,38,38,38,38,51,51,51,51,38,38,38,38,51,51,51,51,38,38,38,38,51,51,51,51,51,51
51,51,51,51,51,51,64,65,64,65,51,51,51,51,64,65,64,65,51,51,51,51,64,65,64,65,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
