[MAP_WIDTH]
512
[MAP_HEIGHT]
256
[SPRITE_ID_CELLS]
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,51,51
51,51,13,13,13,13,13,133,134,135,13,133,134,135,13,133,134,135,13,133,134,135,13,133,134,135,13,133,134,135,51,51
51,51,13,13,31,32,32,32,136,13,31,32,136,13,31,32,136,13,31,32,136,13,31,32,136,13,31,32,136,13,51,51
51,51,13,13,42,43,43,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,51,51
51,51,13,13,42,43,43,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,46,47,51,51
51,51,13,13,42,43,43,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,57,58,51,51
51,51,13,13,42,43,43,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,42,43,137,13,62,63,51,51,51,51
51,51,13,13,4,5,43,33,137,13,42,33,137,13,42,33,137,13,42,33,137,13,42,33,137,13,51,51,51,51,51,51
51,51,13,13,15,16,43,44,138,13,42,44,138,13,42,44,138,13,42,44,138,13,42,44,138,13,51,51,51,51,51,51
51,51,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,62,63,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
