[MAP_WIDTH]
320
[MAP_HEIGHT]
320
[SPRITE_ID_CELLS]
97,98,97,98,97,98,97,98,97,95,95,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,95,95,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,95,95,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,95,95,110,109,110,109,110,109,110,109,110
97,98,97,98,77,77,77,77,77,99,100,77,77,77,77,89,97,98,97,98
109,110,109,110,77,77,77,77,77,111,112,77,77,77,77,89,109,110,109,110
97,98,97,98,103,103,103,103,103,106,106,103,103,103,103,104,97,98,97,98
109,110,109,110,103,103,103,103,103,94,94,103,103,103,103,104,109,110,109,110
97,98,97,98,103,103,103,103,103,94,94,94,94,94,103,104,97,98,97,98
82,71,71,72,103,103,103,103,103,94,94,94,94,94,103,104,109,110,109,110
82,71,71,72,103,103,103,103,103,103,103,103,94,94,103,104,97,98,97,98
109,110,109,110,106,94,103,103,103,103,103,103,94,94,103,104,109,110,109,110
97,98,97,98,106,94,94,94,94,94,94,94,94,94,103,104,97,98,97,98
109,110,109,110,103,103,94,94,94,94,94,94,103,103,103,104,109,110,109,110
97,98,97,98,103,103,103,103,103,103,103,103,103,103,103,104,97,98,97,98
109,110,109,110,103,103,103,103,103,103,103,103,103,103,103,104,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
