[MAP_WIDTH]
320
[MAP_HEIGHT]
320
[SPRITE_ID_CELLS]
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
97,98,97,98,77,77,77,77,77,77,77,77,77,77,77,89,97,98,97,98
109,110,109,110,77,77,77,77,77,77,77,77,77,77,77,89,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,82,71,71,72
97,98,97,98,65,64,65,64,61,62,63,64,65,64,65,88,82,71,71,72
109,110,109,110,64,65,64,65,73,74,75,65,64,65,64,107,109,110,109,110
97,98,97,98,65,64,65,64,85,86,87,64,65,64,65,107,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,65,64,65,64,65,64,65,64,65,64,65,88,97,98,97,98
109,110,109,110,64,65,64,65,64,65,64,65,64,65,64,76,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110,109,110
